"","X","state","communityname","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ6","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"205"," 247"," 6","Bellflowercity"," 2","0.08","0.46","0.12","0.54","0.62","0.44","0.36","0.54","0.34","0.34","0.10","1.00","0.35","0.63","0.08","0.32","0.36","0.44","0.36","0.34","0.31","0.34","0.33","0.23","0.29","0.34","0.05","0.24","0.30","0.48","0.18","0.35","0.56","0.54","0.26","0.51","0.28","0.76","0.47","0.78","0.80","0.55","0.47","0.49","0.57","0.50","0.45","0.47","0.05","0.42","0.08","0.51","0.59","0.60","0.64","0.68","0.69","0.64","0.63","0.51","0.42","0.40","0.35","0.50","0.49","0.53","0.21","0.65","0.81","0.0","0.06","0.81","0.24","0.12","0.16","0.46","0.21","0.41","0.52","0.51","0.49","0.57","0.56","0.63","0.54","0.56","0.69","0.08","0.00","0.00","0.56","0.48","0.36","0.74","0.66","0.02","0.85","0.14","0.00","0.70"
"206"," 248","12","NewPortRicheycity"," 2","0.01","0.19","0.01","0.98","0.03","0.04","0.19","0.29","0.18","1.00","0.02","1.00","0.11","0.02","0.13","0.48","0.96","0.26","0.91","0.13","0.21","0.20","0.24","0.06","0.35","0.29","0.02","0.38","0.35","0.57","0.11","0.36","0.09","0.11","0.52","0.32","0.30","0.70","0.20","0.62","0.68","0.16","0.44","0.48","0.60","0.46","0.59","0.59","0.00","0.14","0.00","0.07","0.06","0.15","0.22","0.02","0.02","0.04","0.05","0.88","0.04","0.08","0.06","0.17","0.13","0.27","0.55","0.10","0.95","0.0","0.07","0.26","0.58","0.06","0.44","0.73","0.34","0.11","0.09","0.07","0.07","0.26","0.23","0.21","0.22","0.67","0.60","0.15","0.00","0.02","0.14","0.09","0.43","0.48","0.40","0.01","0.28","0.00","0.00","0.22"
"207"," 249","45","Spartanburgcity"," 2","0.05","0.41","0.89","0.28","0.05","0.01","0.50","0.52","0.42","0.51","0.07","1.00","0.18","0.43","0.19","0.31","0.56","0.59","0.44","0.23","0.24","0.38","0.18","0.19","0.25","0.36","0.08","0.58","0.50","0.60","0.37","0.43","0.39","0.62","0.48","0.65","0.40","0.70","0.55","0.66","0.71","0.48","0.18","0.18","0.15","0.09","0.59","0.63","0.09","0.91","0.01","0.50","0.45","0.43","0.47","0.08","0.07","0.06","0.06","0.94","0.04","0.31","0.25","0.37","0.37","0.42","0.34","0.18","0.57","0.0","0.06","0.73","0.36","0.41","0.47","0.48","0.62","0.44","0.08","0.10","0.11","0.08","0.17","0.20","0.18","0.45","0.35","0.36","0.07","0.01","0.07","0.78","0.55","0.75","0.71","0.05","0.20","0.13","1.00","1.00"
"208"," 251","37","Charlottecity"," 2","0.62","0.35","0.62","0.48","0.11","0.02","0.37","0.53","0.32","0.30","0.63","1.00","0.33","0.72","0.17","0.41","0.32","0.24","0.28","0.36","0.40","0.51","0.24","0.18","0.29","0.51","0.39","0.28","0.20","0.32","0.45","0.22","0.68","0.31","0.33","0.37","0.45","0.59","0.49","0.63","0.64","0.44","0.48","0.48","0.58","0.45","0.60","0.63","0.42","0.55","0.10","0.49","0.55","0.62","0.62","0.13","0.13","0.13","0.12","0.91","0.07","0.20","0.18","0.37","0.43","0.34","0.47","0.15","0.53","0.5","0.61","0.74","0.45","0.24","0.31","0.65","0.26","0.23","0.16","0.16","0.20","0.27","0.31","0.35","0.33","0.37","0.38","0.35","0.31","0.24","0.11","0.54","0.44","0.59","0.46","0.51","0.19","0.25","0.71","0.74"
"209"," 252","12","Lakelandcity"," 2","0.10","0.30","0.39","0.67","0.05","0.06","0.38","0.42","0.31","0.77","0.11","1.00","0.21","0.29","0.23","0.45","0.73","0.30","0.67","0.23","0.29","0.33","0.18","0.23","0.21","0.46","0.09","0.36","0.32","0.45","0.30","0.41","0.30","0.26","0.45","0.42","0.40","0.64","0.31","0.61","0.65","0.29","0.40","0.37","0.46","0.41","0.56","0.62","0.06","0.39","0.02","0.24","0.28","0.28","0.36","0.07","0.07","0.07","0.08","0.90","0.06","0.18","0.16","0.28","0.26","0.34","0.48","0.15","0.68","0.0","0.28","0.35","0.50","0.13","0.39","0.67","0.45","0.16","0.11","0.11","0.12","0.22","0.24","0.26","0.26","0.47","0.37","0.32","0.08","0.07","0.12","0.35","0.43","0.56","0.51","0.11","0.15","0.07","0.99","0.63"
"210"," 253","18","Carmelcity"," 2","0.02","0.51","0.01","0.96","0.14","0.01","0.41","0.37","0.22","0.24","0.04","1.00","0.71","0.76","0.53","0.77","0.25","0.06","0.34","0.72","0.68","0.67","1.00","0.34","0.31","0.61","0.00","0.03","0.04","0.05","0.84","0.07","0.71","0.33","0.42","0.09","0.76","0.21","0.24","0.33","0.29","0.53","0.89","0.94","0.94","0.78","0.37","0.44","0.00","0.02","0.01","0.31","0.46","0.51","0.56","0.08","0.10","0.10","0.10","0.91","0.06","0.14","0.16","0.54","0.68","0.21","0.75","0.02","0.32","0.5","0.03","0.79","0.66","0.00","0.13","0.79","0.03","0.06","0.33","0.35","0.37","0.45","0.44","0.51","0.45","0.30","0.29","0.14","0.00","0.00","0.10","0.48","0.34","0.23","0.34","0.03","0.17","0.02","0.00","0.05"
"211"," 254","34","Somervilleborough"," 2","0.00","0.39","0.23","0.71","0.23","0.15","0.26","0.51","0.29","0.48","0.02","1.00","0.46","0.60","0.16","0.65","0.53","0.21","0.61","0.51","0.43","0.46","0.32","0.26","0.31","0.37","0.01","0.14","0.32","0.37","0.39","0.32","0.59","0.42","0.48","0.39","0.48","0.48","0.58","0.43","0.47","0.44","0.59","0.59","0.68","0.54","0.54","0.74","0.01","0.34","0.01","0.67","0.69","0.64","0.66","0.54","0.49","0.41","0.39","0.72","0.24","0.29","0.24","0.37","0.52","0.28","0.43","0.19","0.63","0.0","0.01","0.76","0.37","0.27","0.30","0.25","0.22","0.14","0.43","0.40","0.36","0.66","0.60","0.62","0.60","0.55","0.56","0.99","0.01","0.09","0.34","0.57","0.63","0.63","0.62","0.00","0.41","0.18","0.00","0.09"
"212"," 255","42","Hamptontownship"," 2","0.01","0.57","0.01","0.98","0.04","0.00","0.36","0.35","0.18","0.33","0.02","1.00","0.56","0.73","0.22","0.78","0.39","0.07","0.50","0.53","0.51","0.49","0.64","0.00","0.39","0.64","0.00","0.05","0.15","0.20","0.58","0.15","0.59","0.28","0.60","0.20","0.72","0.16","0.26","0.18","0.17","0.54","0.93","0.94","0.99","0.84","0.30","0.29","0.00","0.04","0.00","0.00","0.00","0.00","0.14","0.00","0.00","0.00","0.01","0.94","0.02","0.19","0.22","0.60","0.60","0.36","0.92","0.02","0.19","0.5","0.01","0.92","0.90","0.10","0.56","0.50","0.01","0.14","0.17","0.18","0.22","0.34","0.37","0.38","0.44","0.38","0.42","0.43","0.00","0.00","0.04","0.85","0.73","0.82","0.73","0.04","0.08","0.19","0.00","0.04"
"213"," 256","45","NorthCharlestoncity"," 2","0.10","0.61","0.67","0.43","0.10","0.04","0.56","0.87","0.69","0.15","0.11","1.00","0.17","0.70","0.14","0.20","0.19","0.38","0.35","0.14","0.18","0.22","0.18","0.18","0.22","0.68","0.12","0.58","0.28","0.45","0.17","0.27","0.71","0.31","0.24","0.48","0.25","0.72","0.69","0.73","0.73","0.50","0.39","0.36","0.48","0.16","0.51","0.41","0.08","0.70","0.01","0.37","0.37","0.47","0.48","0.06","0.05","0.06","0.06","0.91","0.04","0.26","0.23","0.45","0.41","0.52","0.16","0.27","0.68","0.0","0.16","0.51","0.21","0.39","0.71","0.71","0.71","0.42","0.11","0.10","0.10","0.20","0.24","0.25","0.27","0.48","0.46","0.46","0.02","0.02","0.06","0.47","0.15","0.24","0.02","0.14","0.12","0.17","0.30","0.93"
"214"," 258","42","EastLampetertownship"," 2","0.00","0.41","0.03","0.95","0.08","0.04","0.33","0.44","0.28","0.47","0.01","0.58","0.38","0.67","1.00","0.66","0.44","0.07","0.44","0.39","0.40","0.39","0.36","0.00","0.37","0.47","0.00","0.12","0.44","0.47","0.29","0.08","0.68","0.56","0.24","0.52","0.35","0.35","0.31","0.33","0.35","0.44","0.83","0.86","0.91","0.76","0.43","0.43","0.00","0.08","0.00","0.48","0.58","0.47","0.51","0.10","0.10","0.08","0.07","0.77","0.05","0.27","0.26","0.45","0.49","0.35","0.63","0.07","0.40","0.5","0.01","0.88","0.60","0.00","0.37","0.63","0.39","0.29","0.23","0.21","0.21","0.39","0.40","0.42","0.41","0.30","0.33","0.19","0.03","0.00","0.08","0.86","0.69","0.80","0.78","0.06","0.05","0.06","0.00","0.06"
"215"," 259","54","Clarksburgcity"," 2","0.01","0.24","0.07","0.94","0.02","0.02","0.33","0.34","0.21","0.85","0.00","0.00","0.10","0.16","0.09","0.41","0.88","0.45","0.89","0.15","0.18","0.18","0.16","0.07","0.03","0.54","0.03","0.45","0.37","0.50","0.21","0.76","0.13","0.17","0.55","0.46","0.35","0.57","0.31","0.52","0.57","0.33","0.51","0.55","0.59","0.64","0.62","0.54","0.01","0.17","0.00","0.07","0.05","0.04","0.03","0.00","0.00","0.00","0.00","0.92","0.03","0.12","0.11","0.25","0.28","0.24","0.57","0.04","0.57","0.0","0.07","0.40","0.55","0.19","0.86","0.00","0.46","0.67","0.05","0.05","0.05","0.09","0.11","0.10","0.12","0.67","0.39","0.36","0.01","0.00","0.03","0.90","0.72","0.86","0.83","0.02","0.19","0.12","0.00","0.03"
"216"," 261","18","LaPortecity"," 2","0.02","0.35","0.03","0.96","0.01","0.04","0.37","0.46","0.29","0.55","0.00","0.00","0.22","0.45","0.38","0.42","0.60","0.29","0.58","0.25","0.24","0.24","0.19","0.13","0.18","0.29","0.02","0.26","0.33","0.48","0.18","0.29","0.48","0.73","0.31","0.74","0.23","0.62","0.33","0.64","0.66","0.40","0.57","0.62","0.58","0.63","0.72","0.66","0.01","0.17","0.00","0.00","0.05","0.08","0.06","0.00","0.01","0.01","0.01","0.93","0.02","0.21","0.19","0.36","0.39","0.33","0.58","0.10","0.56","0.0","0.02","0.81","0.56","0.30","0.55","0.17","0.38","0.11","0.07","0.05","0.06","0.16","0.17","0.19","0.20","0.26","0.16","0.54","0.00","0.00","0.05","0.75","0.59","0.83","0.81","0.03","0.16","0.04","0.00","0.53"
"217"," 263","51","Richmondcity"," 2","0.31","0.30","1.00","0.13","0.05","0.02","0.38","0.54","0.40","0.50","0.32","1.00","0.20","0.46","0.15","0.34","0.51","0.49","0.48","0.22","0.30","0.52","0.23","0.28","0.22","0.41","0.37","0.55","0.42","0.56","0.38","0.40","0.43","0.26","0.53","0.40","0.42","0.81","0.72","0.73","0.79","0.38","0.04","0.05","0.17","0.09","0.57","0.57","0.43","1.00","0.02","0.36","0.44","0.49","0.52","0.05","0.05","0.05","0.05","0.95","0.03","0.26","0.18","0.26","0.31","0.27","0.33","0.14","0.64","0.0","0.47","0.62","0.33","0.83","0.50","0.29","0.50","0.34","0.11","0.12","0.15","0.20","0.26","0.30","0.27","0.56","0.46","0.61","0.17","0.01","0.05","0.73","0.51","0.64","0.71","0.17","0.28","0.72","0.48","0.67"
"218"," 264"," 9","Cheshiretown"," 2","0.03","0.66","0.08","0.90","0.11","0.05","0.48","0.43","0.34","0.35","0.03","0.83","0.77","0.71","0.44","0.77","0.40","0.07","0.43","0.74","0.62","0.63","0.17","0.37","0.56","0.59","0.00","0.04","0.13","0.17","0.70","0.17","0.54","0.33","0.62","0.13","0.81","0.22","0.54","0.24","0.23","0.56","0.92","0.89","0.93","0.80","0.49","0.64","0.00","0.03","0.01","0.23","0.25","0.27","0.33","0.08","0.08","0.08","0.08","0.88","0.04","0.15","0.17","0.58","0.62","0.26","0.89","0.02","0.22","0.5","0.01","0.91","0.85","0.06","0.37","0.54","0.01","0.07","0.54","0.53","0.56","0.52","0.60","0.74","0.62","0.55","0.56","0.35","0.00","0.00","0.15","0.61","0.67","0.72","0.71","0.09","0.06","0.07","0.00","0.01"
"219"," 265","44","Coventrytown"," 2","0.03","0.51","0.01","0.99","0.02","0.01","0.39","0.41","0.24","0.42","0.04","0.80","0.42","0.59","0.07","0.51","0.50","0.23","0.56","0.41","0.32","0.31","0.22","0.26","0.40","0.27","0.01","0.11","0.31","0.44","0.21","0.34","0.60","0.59","0.28","0.47","0.30","0.37","0.33","0.37","0.38","0.53","0.81","0.80","0.78","0.79","0.57","0.64","0.01","0.10","0.01","0.08","0.06","0.13","0.17","0.02","0.01","0.02","0.02","0.88","0.05","0.20","0.21","0.53","0.58","0.28","0.83","0.05","0.40","0.5","0.03","0.81","0.79","0.08","0.73","0.54","0.06","0.08","0.33","0.31","0.29","0.28","0.38","0.44","0.36","0.55","0.56","0.54","0.00","0.00","0.08","0.82","0.78","0.81","0.85","0.17","0.04","0.04","0.00","0.05"
"220"," 266","47","OakRidgecity"," 2","0.03","0.27","0.16","0.84","0.13","0.02","0.33","0.32","0.19","0.65","0.00","0.00","0.35","0.44","0.16","0.65","0.58","0.29","0.83","0.42","0.43","0.41","0.29","1.00","0.55","0.45","0.02","0.24","0.20","0.23","0.57","0.28","0.42","0.45","0.69","0.18","0.70","0.51","0.24","0.57","0.57","0.30","0.60","0.62","0.57","0.62","0.51","0.58","0.01","0.11","0.01","0.72","0.59","0.60","0.56","0.18","0.13","0.12","0.10","0.92","0.06","0.08","0.08","0.29","0.33","0.24","0.63","0.06","0.47","0.5","0.05","0.71","0.60","0.06","0.37","0.31","0.22","0.07","0.11","0.11","0.14","0.18","0.23","0.26","0.23","0.33","0.11","0.18","0.00","0.00","0.10","0.44","0.63","0.58","0.54","0.25","0.03","0.00","0.00","0.14"
"221"," 267"," 1","Montgomerycity"," 2","0.28","0.45","0.83","0.34","0.04","0.01","0.48","0.53","0.36","0.37","0.30","1.00","0.24","0.56","0.22","0.36","0.45","0.40","0.48","0.27","0.26","0.39","0.18","0.20","0.16","0.40","0.30","0.48","0.30","0.41","0.39","0.44","0.49","0.21","0.48","0.35","0.45","0.58","0.45","0.64","0.64","0.54","0.41","0.38","0.46","0.35","0.67","0.64","0.26","0.64","0.02","0.29","0.39","0.42","0.45","0.03","0.04","0.04","0.04","0.95","0.03","0.32","0.29","0.45","0.47","0.45","0.51","0.21","0.43","0.5","0.35","0.65","0.51","0.60","0.38","0.58","0.33","0.25","0.10","0.11","0.12","0.13","0.21","0.24","0.23","0.40","0.35","0.37","0.06","0.01","0.04","0.75","0.50","0.67","0.63","0.39","0.12","0.09","0.36","0.35"
"222"," 268","29","Overlandcity"," 2","0.01","0.36","0.12","0.88","0.08","0.01","0.27","0.42","0.21","0.53","0.03","1.00","0.28","0.49","0.26","0.50","0.60","0.27","0.61","0.28","0.27","0.27","0.25","0.11","0.18","0.28","0.01","0.21","0.44","0.52","0.16","0.39","0.52","0.51","0.21","0.50","0.24","0.58","0.35","0.60","0.62","0.40","0.51","0.55","0.53","0.56","0.89","0.84","0.01","0.21","0.00","0.26","0.37","0.55","0.57","0.05","0.06","0.08","0.07","0.96","0.06","0.20","0.19","0.40","0.41","0.37","0.71","0.09","0.61","0.0","0.02","0.83","0.70","0.11","0.39","0.25","0.15","0.09","0.11","0.08","0.07","0.26","0.27","0.26","0.30","0.54","0.17","0.36","0.00","0.00","0.07","0.81","0.74","0.74","0.85","0.01","0.34","0.07","0.00","0.17"
"223"," 269","29","Maryvillecity"," 2","0.00","0.62","0.03","0.95","0.08","0.01","1.00","1.00","1.00","0.37","0.00","0.00","0.10","0.48","1.00","0.58","0.49","0.31","0.18","0.21","0.13","0.12","0.05","0.00","0.28","0.16","0.02","0.72","0.31","0.27","0.42","0.34","0.39","0.24","0.70","0.34","0.43","0.18","0.98","0.19","0.20","0.39","0.64","0.70","0.55","0.65","0.87","1.00","0.00","0.12","0.00","0.96","1.00","0.93","0.84","0.10","0.09","0.07","0.06","0.96","0.05","0.18","0.14","0.29","0.40","0.22","0.46","0.05","0.57","0.0","0.01","0.75","0.41","0.09","0.47","0.52","0.20","0.70","0.07","0.07","0.08","0.12","0.15","0.14","0.12","0.88","0.23","0.28","0.00","0.00","0.04","0.61","0.26","0.21","0.21","0.01","0.20","0.00","0.00","0.05"
"224"," 270","25","Greenfieldtown"," 2","0.01","0.32","0.02","0.97","0.05","0.02","0.34","0.41","0.26","0.58","0.00","0.00","0.25","0.43","0.16","0.50","0.61","0.61","0.55","0.32","0.29","0.28","0.17","0.27","0.18","0.87","0.02","0.31","0.21","0.33","0.28","0.36","0.45","0.32","0.64","0.36","0.40","0.61","0.47","0.63","0.65","0.38","0.43","0.51","0.51","0.37","0.50","0.54","0.01","0.24","0.00","0.32","0.48","0.44","0.37","0.05","0.07","0.05","0.04","0.92","0.03","0.13","0.11","0.31","0.42","0.21","0.50","0.05","0.54","0.5","0.02","0.83","0.45","0.04","0.37","0.06","0.26","0.21","0.26","0.25","0.24","0.27","0.32","0.35","0.33","0.58","0.54","0.44","0.01","0.00","0.06","0.74","0.56","0.75","0.73","0.06","0.07","0.04","0.00","0.69"
"225"," 271","25","Stoughtontown"," 2","0.03","0.54","0.08","0.92","0.07","0.03","0.38","0.48","0.31","0.43","0.04","0.94","0.50","0.68","0.41","0.53","0.50","0.23","0.47","0.49","0.42","0.40","0.46","0.16","0.64","0.30","0.01","0.11","0.26","0.29","0.36","0.35","0.61","0.42","0.37","0.42","0.42","0.28","0.49","0.33","0.32","0.60","0.78","0.77","0.88","0.67","0.58","0.60","0.01","0.10","0.02","0.16","0.17","0.14","0.16","0.13","0.11","0.09","0.09","0.74","0.20","0.29","0.29","0.58","0.65","0.34","0.75","0.08","0.40","0.5","0.02","0.88","0.69","0.17","0.45","0.54","0.08","0.09","0.42","0.39","0.36","0.45","0.54","0.62","0.55","0.40","0.51","0.43","0.00","0.00","0.33","0.80","0.78","0.73","0.86","0.04","0.14","0.33","0.00","0.11"
"226"," 272","47","Kingsportcity"," 2","0.04","0.27","0.09","0.93","0.03","0.00","0.33","0.36","0.24","0.68","0.06","1.00","0.18","0.26","0.25","0.46","0.70","0.50","0.61","0.24","0.30","0.29","0.23","0.03","0.73","0.52","0.06","0.48","0.58","0.56","0.32","0.40","0.25","0.68","0.35","0.45","0.41","0.56","0.22","0.62","0.62","0.28","0.55","0.56","0.68","0.53","0.29","0.25","0.01","0.14","0.00","0.15","0.30","0.35","0.35","0.01","0.03","0.03","0.02","0.97","0.01","0.09","0.09","0.28","0.30","0.27","0.56","0.05","0.50","0.5","0.06","0.74","0.55","0.14","0.56","0.42","0.46","0.12","0.08","0.09","0.12","0.08","0.13","0.16","0.13","0.33","0.18","0.32","0.02","0.00","0.04","0.59","0.61","0.70","0.67","0.09","0.09","0.00","0.00","0.24"
"227"," 273","12","WiltonManorscity"," 2","0.00","0.19","0.18","0.82","0.07","0.11","0.16","0.31","0.15","0.56","0.02","1.00","0.25","0.57","0.12","0.45","0.48","0.09","0.27","0.30","0.39","0.42","0.17","0.17","0.24","0.32","0.01","0.33","0.19","0.33","0.24","0.22","0.62","0.15","0.37","0.27","0.36","0.94","0.52","0.86","0.93","0.26","0.44","0.50","0.51","0.27","0.71","0.80","0.01","0.26","0.01","0.51","0.56","0.56","0.57","0.50","0.48","0.44","0.42","0.73","0.28","0.19","0.13","0.18","0.19","0.22","0.48","0.22","0.77","0.0","0.03","0.62","0.48","0.14","0.32","0.52","0.33","0.11","0.21","0.20","0.20","0.42","0.37","0.38","0.39","0.67","0.46","0.37","0.01","0.00","0.42","0.14","0.43","0.63","0.45","0.00","0.51","0.14","0.00","0.35"
"228"," 274","18","MichiganCitycity"," 2","0.04","0.46","0.44","0.63","0.04","0.03","0.41","0.49","0.31","0.45","0.00","0.00","0.19","0.51","0.09","0.36","0.59","0.33","0.47","0.21","0.19","0.22","0.18","0.13","0.18","0.32","0.05","0.43","0.33","0.54","0.13","0.51","0.37","0.77","0.29","0.74","0.23","0.82","0.50","0.68","0.77","0.49","0.38","0.39","0.44","0.33","0.65","0.69","0.04","0.52","0.00","0.07","0.10","0.20","0.23","0.01","0.01","0.02","0.02","0.91","0.05","0.34","0.29","0.41","0.45","0.38","0.53","0.14","0.56","0.0","0.07","0.58","0.51","0.59","0.50","0.31","0.49","0.19","0.06","0.05","0.05","0.16","0.18","0.20","0.21","0.47","0.25","0.60","0.00","0.00","0.05","0.69","0.64","0.82","0.80","0.05","0.14","0.10","0.00","0.27"
"229"," 276"," 6","Pittsburgcity"," 2","0.06","0.64","0.34","0.37","0.75","0.44","0.41","0.54","0.32","0.23","0.08","1.00","0.44","0.67","0.20","0.33","0.33","0.58","0.42","0.41","0.29","0.34","0.27","0.19","0.32","0.37","0.05","0.28","0.36","0.40","0.22","0.44","0.56","0.30","0.27","0.40","0.28","0.55","0.45","0.59","0.59","0.71","0.56","0.54","0.64","0.60","0.48","0.45","0.04","0.41","0.06","0.45","0.51","0.59","0.62","0.59","0.58","0.62","0.60","0.51","0.40","0.56","0.54","0.69","0.70","0.66","0.53","0.51","0.47","0.5","0.06","0.75","0.53","0.52","0.14","0.75","0.22","0.33","0.33","0.34","0.31","0.47","0.54","0.60","0.53","0.53","0.75","0.39","0.08","0.08","0.56","0.52","0.42","0.58","0.68","0.03","0.37","0.25","0.00","0.36"
"230"," 277"," 1","PhenixCitycity"," 2","0.02","0.41","0.78","0.38","0.02","0.01","0.44","0.48","0.33","0.46","0.04","1.00","0.15","0.39","0.13","0.18","0.57","0.51","0.51","0.16","0.16","0.24","0.15","0.20","0.06","0.38","0.05","0.59","0.64","0.72","0.15","0.58","0.35","0.63","0.37","0.67","0.24","0.70","0.39","0.72","0.75","0.49","0.31","0.28","0.40","0.41","0.52","0.51","0.04","0.62","0.00","0.15","0.11","0.14","0.58","0.01","0.01","0.01","0.03","0.96","0.04","0.28","0.25","0.43","0.43","0.46","0.44","0.22","0.55","0.0","0.06","0.59","0.45","0.18","0.41","0.52","0.53","0.28","0.06","0.06","0.07","0.00","0.09","0.14","0.12","0.50","0.24","0.36","0.00","0.00","0.02","0.52","0.64","0.74","0.65","0.06","0.10","0.05","0.00","0.34"
"231"," 279"," 9","Plainfieldtown"," 2","0.01","0.55","0.01","0.98","0.03","0.03","0.47","0.55","0.33","0.31","0.00","0.00","0.38","0.64","0.32","0.48","0.47","0.29","0.49","0.36","0.27","0.25","0.43","0.30","0.03","0.26","0.01","0.17","0.43","0.54","0.10","0.51","0.56","0.76","0.27","0.72","0.20","0.42","0.39","0.42","0.43","0.56","0.66","0.67","0.49","0.60","0.33","0.48","0.00","0.15","0.00","0.13","0.12","0.14","0.16","0.03","0.02","0.03","0.03","0.88","0.04","0.25","0.26","0.59","0.65","0.45","0.65","0.10","0.38","0.5","0.02","0.75","0.62","0.20","0.72","0.46","0.14","0.12","0.30","0.27","0.25","0.33","0.37","0.40","0.40","0.40","0.66","0.46","0.00","0.00","0.09","0.68","0.66","0.71","0.79","0.12","0.03","0.03","0.00","0.05"
"232"," 280","38","Bismarckcity"," 2","0.06","0.39","0.00","0.95","0.03","0.01","0.41","0.48","0.29","0.35","0.08","1.00","0.27","0.65","1.00","0.57","0.39","0.22","0.32","0.32","0.28","0.27","0.17","0.09","0.44","0.22","0.04","0.25","0.37","0.27","0.42","0.24","0.66","0.07","0.57","0.22","0.51","0.34","0.39","0.36","0.37","0.46","0.70","0.77","0.76","0.60","0.84","0.88","0.01","0.11","0.00","0.19","0.15","0.21","0.27","0.02","0.01","0.01","0.02","0.86","0.04","0.14","0.13","0.39","0.55","0.18","0.62","0.06","0.50","0.5","0.04","0.88","0.52","0.02","0.29","0.67","0.13","0.16","0.14","0.12","0.12","0.22","0.24","0.25","0.19","0.31","0.41","0.26","0.03","0.00","0.03","0.83","0.53","0.64","0.81","0.07","0.17","0.01","0.00","0.03"
"233"," 281","48","Stephenvillecity"," 2","0.01","0.33","0.03","0.90","0.04","0.13","0.85","0.83","0.85","0.51","0.00","0.00","0.11","0.43","1.00","0.43","0.53","0.22","0.50","0.24","0.19","0.19","0.15","0.11","0.18","0.22","0.02","0.59","0.30","0.40","0.44","0.46","0.37","0.30","0.61","0.44","0.41","0.35","0.72","0.40","0.40","0.37","0.68","0.66","0.85","0.63","0.18","0.32","0.00","0.08","0.00","0.23","0.49","0.59","0.63","0.04","0.07","0.08","0.08","0.88","0.08","0.15","0.11","0.24","0.29","0.24","0.43","0.15","0.62","0.0","0.04","0.45","0.42","0.09","0.43","0.65","0.52","0.40","0.06","0.07","0.07","0.16","0.18","0.19","0.17","0.72","0.37","0.54","0.00","0.00","0.07","0.85","0.28","0.30","0.88","0.02","0.14","0.00","0.00","0.03"
"234"," 282","25","Dennistown"," 2","0.01","0.22","0.02","0.97","0.02","0.01","0.19","0.24","0.14","1.00","0.01","0.61","0.27","0.16","0.27","0.58","0.91","0.39","1.00","0.29","0.35","0.34","0.31","0.06","0.43","0.39","0.01","0.27","0.07","0.18","0.40","0.57","0.20","0.09","0.37","0.23","0.39","0.42","0.24","0.42","0.44","0.22","0.49","0.56","0.40","0.47","0.54","0.59","0.01","0.19","0.00","0.10","0.09","0.11","0.11","0.03","0.02","0.02","0.02","0.92","0.03","0.08","0.08","0.24","0.21","0.32","0.65","0.04","0.47","0.5","0.44","0.00","0.67","0.05","0.97","0.60","0.12","0.00","0.42","0.41","0.44","0.37","0.51","0.58","0.54","0.63","0.61","0.44","0.00","0.00","0.11","0.69","0.57","0.71","0.76","0.06","0.06","0.07","0.00","0.12"
